id;asins;brand;categories;colors;count;dateadded;dateupdated;descriptions;dimension;ean;features;flavors;imageurls;isbn;keys;manufacturer;manufacturernumber;merchants;name;prices_amountmin;prices_amountmax;prices_availability;prices_color;prices_condition;prices_count;prices_currency;prices_dateadded;prices_dateseen;prices_flavor;prices_issale;prices_merchant;prices_offer;sourceurls;upc;vin;websiteids;weight
AVpe_zwx1cnluZ0-bnB4;;Academie;All Men's Shoes,Shoes,Men's Shoes,Clothing;Multicolor;;2016-11-15T13:26:37Z;2016-11-15T13:26:37Z;"[{""dateSeen"":[""2016-11-15T13:26:37Z""],""sourceURLs"":[""https://www.walmart.com/ip/Academie-LAUREN-CM-V-Hook-Eye-Adhesive-Strap-School-Shoes-Navy-Medium-Size-11/185927743""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Specifications- Color Navy- Size Medium- Size 11- Dimensions 325'' H x 325'' W x 85'' L- Weight 14 lbs SKU: JSMS237""}]";;6,99302E+11;"[{""key"":""Gender"",""value"":[""Men""]},{""key"":""Shoe Size"",""value"":[""M""]},{""key"":""Shoe Category"",""value"":[""Men's Shoes""]},{""key"":""Color"",""value"":[""Multicolor""]},{""key"":""Manufacturer Part Number"",""value"":[""LAUREN-CM-VNAV-11""]},{""key"":""Brand"",""value"":[""Academie""]}]";;https://i5.walmartimages.com/asr/4dfbf82e-097d-4a40-b124-e5925c090f85_1.ca0906483f8a7a443ac867a4c3e62490.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF;;academie/laurencmvnav11,0699302394759,699302394759;;LAUREN-CM-VNAV-11;"[{""dateSeen"":[""2016-11-15T13:26:37Z""],""name"":""Unbeatablesale""}]";Academie Lauren-cm-v Hook Eye Adhesive Strap School Shoes  Navy - Medium - Size 11;53.69;53.69;;;new;;USD;2016-11-15T13:26:37Z;2016-11-09T00:00:00Z;;false;UnbeatableSale - Walmart.com;REDUCED USD 12.49;https://www.walmart.com/ip/Academie-LAUREN-CM-V-Hook-Eye-Adhesive-Strap-School-Shoes-Navy-Medium-Size-11/185927743;6,99302E+11;;;
AVpfFO06ilAPnD_xUi2U;;Jewelry Adviser Nfl Gifts;Jewelry,Fashion Jewelry,Fashion Rings,Clothing, Shoes & Jewelry,Men's Jewelry,Men's Rings;;;2016-03-11T09:06:39Z;2016-03-16T00:13:51Z;;1 in x 1 in x 3 in;;;;http://c.shld.net/rpx/i/s/pi/mp/6140/prod_2213791811?src=http%3A%2F%2Ftraining.shopxml.biz%2Fuploads%2Farmen_jewelry_addon_files%2Fbox.jpg&d=885cba3ad8c0749e266659e6ffa9797ee6fc5d19,http://c.shld.net/rpx/i/s/pi/mp/6140/prod_2860709911?src=http%3A%2F%2Ftraining.shopxml.biz%2Fimg%2FArmen-Top-Seller_medium.jpg&d=e7b2019648a70891114c8bf7f6b4f4ad25b6271f,http://c.shld.net/rpx/i/s/pi/mp/6140/prod_2860710011?src=http%3A%2F%2Ftraining.shopxml.biz%2Fuploads%2Fprod25%2F3_02%2F157%2F2157480_1384889438.done.jpg&d=a7affbdfc0a04f119ef5fb61df73ae2b368d9632;;jewelryadvisernflgiftsnflsanfrancisco49erscabernet8pieceboxedwineset/spm8394805511,jewelryadvisernflgifts/gc4769;;GC4769;;Jewelry Adviser Nfl Gifts Nfl San Francisco 49ers Cabernet 8-piece Boxed Wine Set;97.58;97.58;;;;;USD;2016-03-11T09:06:39Z;2016-03-14T00:00:00Z;;true;JewelryAdviser;;http://www.sears.com/content/pdp/config/products/v1/products/SPM8394805511?site=sears,http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM8394805511&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153;;;;
AVpfFO06ilAPnD_xUi2U;;Jewelry Adviser Nfl Gifts;Jewelry,Fashion Jewelry,Fashion Rings,Clothing, Shoes & Jewelry,Men's Jewelry,Men's Rings;;;2016-03-11T09:06:39Z;2016-03-16T00:13:51Z;;1 in x 1 in x 3 in;;;;http://c.shld.net/rpx/i/s/pi/mp/6140/prod_2213791811?src=http%3A%2F%2Ftraining.shopxml.biz%2Fuploads%2Farmen_jewelry_addon_files%2Fbox.jpg&d=885cba3ad8c0749e266659e6ffa9797ee6fc5d19,http://c.shld.net/rpx/i/s/pi/mp/6140/prod_2860709911?src=http%3A%2F%2Ftraining.shopxml.biz%2Fimg%2FArmen-Top-Seller_medium.jpg&d=e7b2019648a70891114c8bf7f6b4f4ad25b6271f,http://c.shld.net/rpx/i/s/pi/mp/6140/prod_2860710011?src=http%3A%2F%2Ftraining.shopxml.biz%2Fuploads%2Fprod25%2F3_02%2F157%2F2157480_1384889438.done.jpg&d=a7affbdfc0a04f119ef5fb61df73ae2b368d9632;;jewelryadvisernflgiftsnflsanfrancisco49erscabernet8pieceboxedwineset/spm8394805511,jewelryadvisernflgifts/gc4769;;GC4769;;Jewelry Adviser Nfl Gifts Nfl San Francisco 49ers Cabernet 8-piece Boxed Wine Set;243.95;243.95;;;;;USD;2016-03-11T09:06:39Z;2016-03-14T00:00:00Z;;false;JewelryAdviser;;http://www.sears.com/content/pdp/config/products/v1/products/SPM8394805511?site=sears,http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM8394805511&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153;;;;
AVpe_0vS1cnluZ0-bnZO;B013FTD9M8;;Athletic,Men,Shoes,Shoes & Handbags;Blue,Purple;;2015-11-16T02:56:15Z;2016-05-06T16:23:26Z;;;;;;https://images-na.ssl-images-amazon.com/images/I/510xJMbueDL._SY300_QL70_.jpg,http://ecx.images-amazon.com/images/I/51XhiQ4%2BMxL._SS40_.jpg,http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg,http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg,http://ecx.images-amazon.com/images/I/510xJMbueDL._SS40_.jpg,http://ecx.images-amazon.com/images/I/51INcq9OCeL._SS40_.jpg,http://ecx.images-amazon.com/images/I/510oykS7QNL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51XhiQ4%2BMxL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51INcq9OCeL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/510oykS7QNL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/510xJMbueDL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg,http://ecx.images-amazon.com/images/I/510xJMbueDL._SY300_QL70_.jpg;;yuyumensshoesslipperssyntheticshoesmorecolorsavailable/b013ftd9m8,qianyuyu/6460915776300;Qianyuyu;6,46092E+12;"[{""dateSeen"":[""2016-04-28T00:00:00Z""],""name"":""Amazon.ca""}]";Yu&yu Men's Shoes Slippers Synthetic Shoes More Colors Available;55.32;55.32;;;new;;CAD;2015-11-16T02:56:15Z;2015-11-14T00:00:00Z;;false;Amazon.ca;;http://www.amazon.ca/Slippers-Synthetic-Colors-available-US10-5/dp/B013FSPTZ4,https://www.amazon.ca/Slippers-Synthetic-Colors-available-US10-5/dp/B013FSPTZ4;;;;499 g
AVpfLlIaLJeJML434G3n;;Keuka SureGrip;Home Improvement,Men's Work & Safety Shoes,Work Safety Clothing and Equipment;Black;;2017-01-12T06:18:24Z;2017-01-12T06:18:24Z;"[{""dateSeen"":[""2017-01-12T06:18:24Z""],""sourceURLs"":[""https://www.walmart.com/ip/Keuka-SureGrip-Mens-Steward-Black-Dress-Slip-Resistant-Work-Shoes/128921189""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Our Hospitality Collection lets you take care of your feet like you take care of your guests. Step into comfort, style and professionalism with these easy on, easy off slip-ons. Slip resistant SureGrip non-marking outsole, full grain leather upper and an EVA cushioned latex insole make everything about choosing this shoe, well, easy.""}]";;8,45565E+11;"[{""key"":""Occasion"",""value"":[""Non-Slip""]},{""key"":""Material"",""value"":[""Leather""]},{""key"":""Gender"",""value"":[""Men""]},{""key"":""Shoe Category"",""value"":[""Men's Shoes""]},{""key"":""Color"",""value"":[""Black""]},{""key"":""Model"",""value"":[""99214-M-080""]},{""key"":""Shoe Closure"",""value"":[""Pull-On""]},{""key"":""Casual & Dress Shoe Style"",""value"":[""Comfort""]},{""key"":""Brand"",""value"":[""Keuka SureGrip""]},{""key"":""Age Group"",""value"":[""Adult""]},{""key"":""Shoe Width"",""value"":[""Medium""]}]";;https://i5.walmartimages.com/asr/6103b879-cb7b-4500-a641-32e49863286c_1.9e954b97765f1906571b29c6998696f4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF;;keukasuregrip/99214m080,0845565020687,845565020687;Keuka SureGrip;99214-M-080;"[{""dateSeen"":[""2017-01-12T06:18:24Z""],""name"":""Suregrip Footwear""}]";Keuka Suregrip Mens Steward Black Dress Slip Resistant Work Shoes;59.98;59.98;;;;;USD;2017-01-12T06:18:24Z;2017-01-11T00:00:00Z;;true;;CLEARANCE USD 5.00;https://www.walmart.com/ip/Keuka-SureGrip-Mens-Steward-Black-Dress-Slip-Resistant-Work-Shoes/128921189;8,45565E+11;;;
AVpfLlIaLJeJML434G3n;;Keuka SureGrip;Home Improvement,Men's Work & Safety Shoes,Work Safety Clothing and Equipment;Black;;2017-01-12T06:18:24Z;2017-01-12T06:18:24Z;"[{""dateSeen"":[""2017-01-12T06:18:24Z""],""sourceURLs"":[""https://www.walmart.com/ip/Keuka-SureGrip-Mens-Steward-Black-Dress-Slip-Resistant-Work-Shoes/128921189""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Our Hospitality Collection lets you take care of your feet like you take care of your guests. Step into comfort, style and professionalism with these easy on, easy off slip-ons. Slip resistant SureGrip non-marking outsole, full grain leather upper and an EVA cushioned latex insole make everything about choosing this shoe, well, easy.""}]";;8,45565E+11;"[{""key"":""Occasion"",""value"":[""Non-Slip""]},{""key"":""Material"",""value"":[""Leather""]},{""key"":""Gender"",""value"":[""Men""]},{""key"":""Shoe Category"",""value"":[""Men's Shoes""]},{""key"":""Color"",""value"":[""Black""]},{""key"":""Model"",""value"":[""99214-M-080""]},{""key"":""Shoe Closure"",""value"":[""Pull-On""]},{""key"":""Casual & Dress Shoe Style"",""value"":[""Comfort""]},{""key"":""Brand"",""value"":[""Keuka SureGrip""]},{""key"":""Age Group"",""value"":[""Adult""]},{""key"":""Shoe Width"",""value"":[""Medium""]}]";;https://i5.walmartimages.com/asr/6103b879-cb7b-4500-a641-32e49863286c_1.9e954b97765f1906571b29c6998696f4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF;;keukasuregrip/99214m080,0845565020687,845565020687;Keuka SureGrip;99214-M-080;"[{""dateSeen"":[""2017-01-12T06:18:24Z""],""name"":""Suregrip Footwear""}]";Keuka Suregrip Mens Steward Black Dress Slip Resistant Work Shoes;64.98;64.98;;;new;;USD;2017-01-12T06:18:24Z;2017-01-11T00:00:00Z;;false;SureGrip Footwear - Walmart.com;CLEARANCE USD 5.00;https://www.walmart.com/ip/Keuka-SureGrip-Mens-Steward-Black-Dress-Slip-Resistant-Work-Shoes/128921189;8,45565E+11;;;
AVpfAiUy1cnluZ0-b3sb;B00X38Z7L8;PiercingJ;Jewelry,Clothing, Shoes & Jewelry,Men,Necklaces;;;2016-03-15T18:03:56Z;2016-07-16T19:47:10Z;;;;;;http://ecx.images-amazon.com/images/I/61NRLD%2ByfoL._SY300_QL70_.jpg,http://ecx.images-amazon.com/images/I/61NRLD%2ByfoL._US40_.jpg,http://ecx.images-amazon.com/images/I/51fM8Q4DnrL._US40_.jpg,http://ecx.images-amazon.com/images/I/51Ic6TzjcnL._US40_.jpg;;piercingj/axus090363,piercingj15pcsstainlesssteelbeadballchainnecklaceforpendant1926long2mmbead/b00x38z7l8;;AXUS090363;;"""Piercingj 1-5pcs Stainless Steel Bead Ball Chain Necklace For Pendant 19""-26"" Long 2mm Bead""";0.10;0.10;;;;;USD;2016-03-15T18:03:56Z;2016-03-15T00:00:00Z;;true;XiuFen;;http://www.amazon.com/PiercingJ-1-5PCS-Stainless-Necklace-Pendant/dp/B00X38Z8SK;;;;
AVpfAiUy1cnluZ0-b3sb;B00X38Z7L8;PiercingJ;Jewelry,Clothing, Shoes & Jewelry,Men,Necklaces;;;2016-03-15T18:03:56Z;2016-07-16T19:47:10Z;;;;;;http://ecx.images-amazon.com/images/I/61NRLD%2ByfoL._SY300_QL70_.jpg,http://ecx.images-amazon.com/images/I/61NRLD%2ByfoL._US40_.jpg,http://ecx.images-amazon.com/images/I/51fM8Q4DnrL._US40_.jpg,http://ecx.images-amazon.com/images/I/51Ic6TzjcnL._US40_.jpg;;piercingj/axus090363,piercingj15pcsstainlesssteelbeadballchainnecklaceforpendant1926long2mmbead/b00x38z7l8;;AXUS090363;;"""Piercingj 1-5pcs Stainless Steel Bead Ball Chain Necklace For Pendant 19""-26"" Long 2mm Bead""";8.99;8.99;;;;;USD;2016-03-15T18:03:56Z;2016-03-15T00:00:00Z;;false;XiuFen;;http://www.amazon.com/PiercingJ-1-5PCS-Stainless-Necklace-Pendant/dp/B00X38Z8SK;;;;
AVpfFJ4OilAPnD_xUhGZ;;Nike;Clothing, Shoes & Accessories,Men's Shoes,Athletic;Jade stone;;2016-04-07T22:56:09Z;2016-04-07T22:56:09Z;;;8,88408E+11;"[{""key"":""Style"",""value"":[""Running, Cross Training""]},{""key"":""Condition"",""value"":[""New without box""]}]";;http://i.ebayimg.com/images/g/~7kAAOSwHQ9WaF7r/s-l300.jpg,http://i.ebayimg.com/images/g/~7kAAOSwHQ9WaF7r/s-l64.jpg,http://i.ebayimg.com/images/g/l0EAAOSw7FRWaF70/s-l64.jpg,http://i.ebayimg.com/images/g/AVoAAOSwHQ9WaF76/s-l64.jpg,http://i.ebayimg.com/images/g/-ZEAAOSwxN5WaF8D/s-l64.jpg,http://i.ebayimg.com/images/g/-lAAAOSwxN5WaF8J/s-l64.jpg;;888408217141,0888408217141,nikeairzoomterrakiger2athleticsneakersrunningmenshoessize6/391355393473;;;"[{""dateSeen"":[""2016-04-06T00:00:00Z""],""name"":""Littlesambita07littlesambita07 - Ebay.com""}]";Nike Air Zoom Terra Kiger 2 Athletic Sneakers Running Men Shoes Size 6;69.99;69.99;;;New without box;;USD;2016-04-07T22:56:09Z;2016-04-06T00:00:00Z;;false;;;http://www.ebay.com/itm/NIKE-AIR-ZOOM-TERRA-KIGER-2-ATHLETIC-SNEAKERS-RUNNING-MEN-SHOES-SIZE-6-/391355393473?hash=item5b1e9965c1:g:~7kAAOSwHQ9WaF7r;8,88408E+11;;;
AVpe7j_mLJeJML43ykTn;;Athletic Works;Clothing,Shoes,Men's Shoes,All Men's Shoes;Black Grey,Navy Orange;;2017-01-17T19:02:23Z;2017-01-17T19:02:23Z;"[{""dateSeen"":[""2017-01-17T19:02:23Z""],""sourceURLs"":[""https://www.walmart.com/ip/Starter-Men-s-Lightweight-Athletic-Shoe/54791730""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. UPPER:PU+MESHOUTSOLE:FABRIC+EVA Use a soft bristle brush to remove any surface dirt or dust from the shoe""}]";;6,05388E+11;"[{""key"":""Assembled Product Dimensions (L x W x H)"",""value"":[""9.10 x 4.70 x 11.80 Inches""]},{""key"":""Manufacturer Part Number"",""value"":[""MNAW27DP001""]},{""key"":""Gender"",""value"":[""Men""]},{""key"":""Shoe Category"",""value"":[""Men's Shoes""]},{""key"":""Brand"",""value"":[""Athletic Works""]},{""key"":""Model"",""value"":[""MNAW27DP001""]}]";;https://i5.walmartimages.com/asr/5fea1181-3217-4fda-ac8e-b745227dd2be_1.1c3ba1d97ec4dcf445cf862259129aa5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF;;605388256638,0605388256638,athleticworks/mnaw27dp001;;MNAW27DP001;"[{""dateSeen"":[""2017-01-17T19:02:23Z""],""name"":""Walmart.com""}]";Starter Men's Lightweight Athletic Shoe;17.54;17.54;;;new;;USD;2017-01-17T19:02:23Z;2017-01-16T00:00:00Z;;false;;;https://www.walmart.com/ip/Starter-Men-s-Lightweight-Athletic-Shoe/54791730;6,05388E+11;;;
AVpfFItlilAPnD_xUgsf;;5.11 Tactical;All Men's Clothing,Men's Activewear,Men's Clothing,Clothing, Shoes & Jewelry,Clothing;;;2016-01-02T03:37:13Z;2016-03-11T22:37:11Z;;10 in x 10 in x 10 in;;;;http://c.shld.net/rpx/i/s/pi/mp/31094/prod_7514012715?src=http%3A%2F%2Fimages.bidlessnow.com%2Ffull%2FKLC%2FKLC-5-72345750LT.jpg&d=043c9274ce6c99961c2ebe3598426cd583c04f60;;511tactical572345750ltmenspdulstwillclassbshirttalllargemidnightnavy/spm11850734915,511tactical/klc572345750lt;;KLC-5-72345750LT;;5.11 Tactical 5-72345750lt Men's Pdu L/s Twill Class B Shirt, Tall, Large, Midnight Navy;59.15;59.15;;;;;USD;2016-01-02T03:37:13Z;2016-01-01T00:00:00Z;;false;Bidlessnow;;http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM11850734915&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/SPM11850734915?site=sears;;;;
AVpfCR-pilAPnD_xTiKq;;Jefferies Socks;Clothing, Shoes & Jewelry,Clothing,Men's Clothing,Men's Socks & Underwear,Men's Socks,All Men's Clothing;Olive Green,White;;2016-03-22T23:46:15Z;2016-03-29T05:16:28Z;;;;"[{""key"":""Style"",""value"":[""Socks""]},{""key"":""Occasion"",""value"":[""Casual""]},{""key"":""Material"",""value"":[""Synthetics""]},{""key"":""Profession"",""value"":[""Farm & ranch""]},{""key"":""Type"",""value"":[""Quarter & ankle""]}]";;http://c.shld.net/rpx/i/s/pi/mp/3491/prod_11777740218?src=http%3A%2F%2Fsite.beltoutlet.com%2Fpictures%2Fproduct-pics%2FJF-522a.jpg&d=cbd31d79790d5de6d799d95ab4a6b0a376a3eef9,http://c.shld.net/rpx/i/s/pi/mp/3491/prod_11777740318?src=http%3A%2F%2Fsite.beltoutlet.com%2Fpictures%2Fproduct-pics%2FJF-522b.jpg&d=c633f3bd3b20ade12cf199c56730fc9eaf518cff,http://c.shld.net/rpx/i/s/pi/mp/3491/prod_11777740418?src=http%3A%2F%2Fsite.beltoutlet.com%2FSWATCHES%2FAMAZON%2FJF-522-WHT.jpg&d=d0fb35668d4af116f79f111b998bc7d28d6223ae;;jefferiessocks/jf522;;JF-522;;Jefferies Socks Mens Insect Shield Crew Sock;15.00;15.00;;;;;USD;2016-03-22T23:46:15Z;2016-03-23T00:00:00Z;;false;Sears.com;;http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=0000000000000000349100000000000015839688P&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/0000000000000000349100000000000015839688P?site=sears;;;;
AVpfCR-pilAPnD_xTiKq;;Jefferies Socks;Clothing, Shoes & Jewelry,Clothing,Men's Clothing,Men's Socks & Underwear,Men's Socks,All Men's Clothing;Olive Green,White;;2016-03-22T23:46:15Z;2016-03-29T05:16:28Z;;;;"[{""key"":""Style"",""value"":[""Socks""]},{""key"":""Occasion"",""value"":[""Casual""]},{""key"":""Material"",""value"":[""Synthetics""]},{""key"":""Profession"",""value"":[""Farm & ranch""]},{""key"":""Type"",""value"":[""Quarter & ankle""]}]";;http://c.shld.net/rpx/i/s/pi/mp/3491/prod_11777740218?src=http%3A%2F%2Fsite.beltoutlet.com%2Fpictures%2Fproduct-pics%2FJF-522a.jpg&d=cbd31d79790d5de6d799d95ab4a6b0a376a3eef9,http://c.shld.net/rpx/i/s/pi/mp/3491/prod_11777740318?src=http%3A%2F%2Fsite.beltoutlet.com%2Fpictures%2Fproduct-pics%2FJF-522b.jpg&d=c633f3bd3b20ade12cf199c56730fc9eaf518cff,http://c.shld.net/rpx/i/s/pi/mp/3491/prod_11777740418?src=http%3A%2F%2Fsite.beltoutlet.com%2FSWATCHES%2FAMAZON%2FJF-522-WHT.jpg&d=d0fb35668d4af116f79f111b998bc7d28d6223ae;;jefferiessocks/jf522;;JF-522;;Jefferies Socks Mens Insect Shield Crew Sock;07.50;07.50;;;;;USD;2016-03-22T23:46:15Z;2016-03-23T00:00:00Z;;true;Sears.com;;http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=0000000000000000349100000000000015839688P&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/0000000000000000349100000000000015839688P?site=sears;;;;
AVpfG4VH1cnluZ0-eEOn;B005DXAS2E,B005DXB0LM;Geox;Loafers & Slip-Ons,Men,Shoes,Clothing, Shoes & Jewelry;;;2015-10-15T19:18:30Z;2016-07-17T11:18:06Z;;;;;;;;geoxmensmonetplainvampsliponloafer/b005dxas2e,geoxmensmonetplainvampsliponloafer/b005dxb0lm,geox/monetplainvamp;;Monet Plain Vamp;;Geox Men's Monet Plain Vamp Slip-on Loafer;96.44;165.0;;;;;USD;2015-11-05T19:47:27Z;2015-10-30T00:00:00Z;;false;;;http://www.amazon.com/Geox-Monet-Plain-Vamp-Leather/dp/B005DXB0IK,http://www.amazon.com/Geox-Monet-Plain-Vamp-Loafer/dp/B005DXAW7U,http://www.amazon.com/Geox-Monet-Plain-Vamp-Loafer/dp/B005DXAW6Q;;;;
AVpfG4VH1cnluZ0-eEOn;B005DXAS2E,B005DXB0LM;Geox;Loafers & Slip-Ons,Men,Shoes,Clothing, Shoes & Jewelry;;;2015-10-15T19:18:30Z;2016-07-17T11:18:06Z;;;;;;;;geoxmensmonetplainvampsliponloafer/b005dxas2e,geoxmensmonetplainvampsliponloafer/b005dxb0lm,geox/monetplainvamp;;Monet Plain Vamp;;Geox Men's Monet Plain Vamp Slip-on Loafer;109.0;179.99;;;;;USD;2015-11-05T19:47:27Z;2015-06-22T05:00:00Z;;false;;;http://www.amazon.com/Geox-Monet-Plain-Vamp-Leather/dp/B005DXB0IK,http://www.amazon.com/Geox-Monet-Plain-Vamp-Loafer/dp/B005DXAW7U,http://www.amazon.com/Geox-Monet-Plain-Vamp-Loafer/dp/B005DXAW6Q;;;;
AVpfG4VH1cnluZ0-eEOn;B005DXAS2E,B005DXB0LM;Geox;Loafers & Slip-Ons,Men,Shoes,Clothing, Shoes & Jewelry;;;2015-10-15T19:18:30Z;2016-07-17T11:18:06Z;;;;;;;;geoxmensmonetplainvampsliponloafer/b005dxas2e,geoxmensmonetplainvampsliponloafer/b005dxb0lm,geox/monetplainvamp;;Monet Plain Vamp;;Geox Men's Monet Plain Vamp Slip-on Loafer;103.01;165.0;;;;;USD;2015-11-05T19:47:27Z;2015-10-28T00:00:00Z;;false;;;http://www.amazon.com/Geox-Monet-Plain-Vamp-Leather/dp/B005DXB0IK,http://www.amazon.com/Geox-Monet-Plain-Vamp-Loafer/dp/B005DXAW7U,http://www.amazon.com/Geox-Monet-Plain-Vamp-Loafer/dp/B005DXAW6Q;;;;
AVpfG4VH1cnluZ0-eEOn;B005DXAS2E,B005DXB0LM;Geox;Loafers & Slip-Ons,Men,Shoes,Clothing, Shoes & Jewelry;;;2015-10-15T19:18:30Z;2016-07-17T11:18:06Z;;;;;;;;geoxmensmonetplainvampsliponloafer/b005dxas2e,geoxmensmonetplainvampsliponloafer/b005dxb0lm,geox/monetplainvamp;;Monet Plain Vamp;;Geox Men's Monet Plain Vamp Slip-on Loafer;110.0;179.99;;;;;USD;2015-11-05T19:47:27Z;2015-09-03T00:00:00Z;;false;;;http://www.amazon.com/Geox-Monet-Plain-Vamp-Leather/dp/B005DXB0IK,http://www.amazon.com/Geox-Monet-Plain-Vamp-Loafer/dp/B005DXAW7U,http://www.amazon.com/Geox-Monet-Plain-Vamp-Loafer/dp/B005DXAW6Q;;;;
AVpfM2HxLJeJML434hjD;;Berne Apparel;All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing;;;2016-03-21T01:20:22Z;2016-03-25T06:05:23Z;;1 in x 5 in x 10 in;;;;http://c.shld.net/rpx/i/s/pi/mp/1363/prod_1054243303?src=http%3A%2F%2Fsite.unbeatablesale.com%2Fimg320%2Fbrnap838.gif&d=dee0d8c24672913d854d61312839b3c4c02d2ee0;;berneapparel/ch377odr560,berneapparelch377odr560563xlargewashedchorecoatquiltlinedregularoliveduck/spm6363077503;;CH377ODR560;;Berne Apparel Ch377odr560 56''/3x-large Washed Chore Coat - Quilt Lined Regular - Olive Duck;86.41;86.41;;;;;USD;2016-03-21T01:20:22Z;2016-03-22T00:00:00Z;;false;UnbeatableSale.com, Inc.;;http://www.sears.com/content/pdp/config/products/v1/products/SPM6363077503?site=sears,http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM6363077503&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153;;;;
AVpfM2HxLJeJML434hjD;;Berne Apparel;All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing;;;2016-03-21T01:20:22Z;2016-03-25T06:05:23Z;;1 in x 5 in x 10 in;;;;http://c.shld.net/rpx/i/s/pi/mp/1363/prod_1054243303?src=http%3A%2F%2Fsite.unbeatablesale.com%2Fimg320%2Fbrnap838.gif&d=dee0d8c24672913d854d61312839b3c4c02d2ee0;;berneapparel/ch377odr560,berneapparelch377odr560563xlargewashedchorecoatquiltlinedregularoliveduck/spm6363077503;;CH377ODR560;;Berne Apparel Ch377odr560 56''/3x-large Washed Chore Coat - Quilt Lined Regular - Olive Duck;68.67;68.67;;;;;USD;2016-03-21T01:20:22Z;2016-03-22T00:00:00Z;;true;UnbeatableSale.com, Inc.;;http://www.sears.com/content/pdp/config/products/v1/products/SPM6363077503?site=sears,http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM6363077503&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153;;;;
AVpfLzUE1cnluZ0-ftZ3;;14k co.;Men's Jewelry,Men's Rings,Rings,Clothing, Shoes & Jewelry,Jewelry;;;2016-01-02T03:24:40Z;2016-04-01T03:18:46Z;;;;;;http://c.shld.net/rpx/i/s/pi/mp/25129/prod_3703939804?src=http%3A%2F%2Fimages.qgold.com%2F1%2F500%2FQR3869.JPG&d=25950311b4be775d707a7b83b9272e60dcfb067e;;14k/qr38696;;QR3869-6;;14k Co. Sterling Silvadium Dia S/m Engagement Ring, Best Quality Free Gift Box Satisfaction Guaranteed;129.65;129.65;;;;;USD;2016-01-02T03:24:40Z;2016-03-30T00:00:00Z;;false;Sears.com;;http://www.sears.com/content/pdp/config/products/v1/products/0000000000000002512900000000GO-QR3869-4ZP?site=sears,http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=0000000000000002512900000000GO-QR3869-4ZP&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153;;;;
